État;Année;Comparaison;Indicateur;Valeur;mesure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2007;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2008;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2009;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2010;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2011;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2012;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2013;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2014;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2015;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2016;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.038;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2017;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.03914593;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2018;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.040830962;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2019;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.037415142;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2020;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.040985644;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1981;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.026;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1982;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.018;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1983;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.017;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1984;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.019;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1985;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.019;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1986;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.022;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1987;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1988;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1989;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.026;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1990;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1991;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.022;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1992;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.023;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1993;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.024;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1994;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.025;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1995;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.027;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1996;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1997;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.037;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1998;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1999;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.041;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2000;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.045;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2001;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2002;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2003;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.037;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2004;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.038;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2005;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.038;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2006;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.04;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2007;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2008;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2009;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2010;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.034;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2011;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.035;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2012;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.033;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2013;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2014;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2015;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.032;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2016;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.038;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2017;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.040176844;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2018;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.043820008;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2019;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.039802108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2020;Série chronologique;Poids des impôts sur les bénéfices des sociétés;0.041182405;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1981;Série chronologique;Poids des impôts sur la consommation;0.097;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1982;Série chronologique;Poids des impôts sur la consommation;0.099;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1983;Série chronologique;Poids des impôts sur la consommation;0.101;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1984;Série chronologique;Poids des impôts sur la consommation;0.102;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1985;Série chronologique;Poids des impôts sur la consommation;0.101;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1986;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1987;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1988;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1989;Série chronologique;Poids des impôts sur la consommation;0.102;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1990;Série chronologique;Poids des impôts sur la consommation;0.099;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1991;Série chronologique;Poids des impôts sur la consommation;0.099;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1992;Série chronologique;Poids des impôts sur la consommation;0.102;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1993;Série chronologique;Poids des impôts sur la consommation;0.103;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1994;Série chronologique;Poids des impôts sur la consommation;0.105;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1995;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1996;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1997;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1998;Série chronologique;Poids des impôts sur la consommation;0.109;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;1999;Série chronologique;Poids des impôts sur la consommation;0.11;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2000;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2001;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2002;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2003;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2004;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2005;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2006;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2007;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2008;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2009;Série chronologique;Poids des impôts sur la consommation;0.103;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2010;Série chronologique;Poids des impôts sur la consommation;0.105;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2011;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2012;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2013;Série chronologique;Poids des impôts sur la consommation;0.107;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2014;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2015;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2016;Série chronologique;Poids des impôts sur la consommation;0.109;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2017;Série chronologique;Poids des impôts sur la consommation;0.109;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2018;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2019;Série chronologique;Poids des impôts sur la consommation;0.108;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moyenne OCDE;2020;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1981;Série chronologique;Poids des impôts sur la consommation;0.092;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1982;Série chronologique;Poids des impôts sur la consommation;0.087;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1983;Série chronologique;Poids des impôts sur la consommation;0.083;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1984;Série chronologique;Poids des impôts sur la consommation;0.084;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1985;Série chronologique;Poids des impôts sur la consommation;0.082;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1986;Série chronologique;Poids des impôts sur la consommation;0.087;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1987;Série chronologique;Poids des impôts sur la consommation;0.088;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1988;Série chronologique;Poids des impôts sur la consommation;0.091;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1989;Série chronologique;Poids des impôts sur la consommation;0.094;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1990;Série chronologique;Poids des impôts sur la consommation;0.088;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1991;Série chronologique;Poids des impôts sur la consommation;0.093;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1992;Série chronologique;Poids des impôts sur la consommation;0.094;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1993;Série chronologique;Poids des impôts sur la consommation;0.094;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1994;Série chronologique;Poids des impôts sur la consommation;0.091;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1995;Série chronologique;Poids des impôts sur la consommation;0.089;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1996;Série chronologique;Poids des impôts sur la consommation;0.088;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1997;Série chronologique;Poids des impôts sur la consommation;0.089;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1998;Série chronologique;Poids des impôts sur la consommation;0.086;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;1999;Série chronologique;Poids des impôts sur la consommation;0.084;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2000;Série chronologique;Poids des impôts sur la consommation;0.079;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2001;Série chronologique;Poids des impôts sur la consommation;0.079;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2002;Série chronologique;Poids des impôts sur la consommation;0.081;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2003;Série chronologique;Poids des impôts sur la consommation;0.08;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2004;Série chronologique;Poids des impôts sur la consommation;0.078;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2005;Série chronologique;Poids des impôts sur la consommation;0.076;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2006;Série chronologique;Poids des impôts sur la consommation;0.074;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2007;Série chronologique;Poids des impôts sur la consommation;0.073;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2008;Série chronologique;Poids des impôts sur la consommation;0.068;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2009;Série chronologique;Poids des impôts sur la consommation;0.073;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2010;Série chronologique;Poids des impôts sur la consommation;0.073;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2011;Série chronologique;Poids des impôts sur la consommation;0.071;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2012;Série chronologique;Poids des impôts sur la consommation;0.07;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2013;Série chronologique;Poids des impôts sur la consommation;0.069;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2014;Série chronologique;Poids des impôts sur la consommation;0.069;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2015;Série chronologique;Poids des impôts sur la consommation;0.073;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2016;Série chronologique;Poids des impôts sur la consommation;0.074;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2017;Série chronologique;Poids des impôts sur la consommation;0.076;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2018;Série chronologique;Poids des impôts sur la consommation;0.075;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2019;Série chronologique;Poids des impôts sur la consommation;0.074;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Canada sans Qc;2020;Série chronologique;Poids des impôts sur la consommation;0.072;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1981;Série chronologique;Poids des impôts sur la consommation;0.1;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1982;Série chronologique;Poids des impôts sur la consommation;0.101;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1983;Série chronologique;Poids des impôts sur la consommation;0.095;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1984;Série chronologique;Poids des impôts sur la consommation;0.095;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1985;Série chronologique;Poids des impôts sur la consommation;0.097;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1986;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1987;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1988;Série chronologique;Poids des impôts sur la consommation;0.104;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1989;Série chronologique;Poids des impôts sur la consommation;0.105;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1990;Série chronologique;Poids des impôts sur la consommation;0.102;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1991;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1992;Série chronologique;Poids des impôts sur la consommation;0.106;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1993;Série chronologique;Poids des impôts sur la consommation;0.1;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1994;Série chronologique;Poids des impôts sur la consommation;0.094;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1995;Série chronologique;Poids des impôts sur la consommation;0.094;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1996;Série chronologique;Poids des impôts sur la consommation;0.093;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1997;Série chronologique;Poids des impôts sur la consommation;0.093;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1998;Série chronologique;Poids des impôts sur la consommation;0.097;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;1999;Série chronologique;Poids des impôts sur la consommation;0.095;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2000;Série chronologique;Poids des impôts sur la consommation;0.093;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Québec;2001;Série chronologique;Poids des impôts sur la consommation;0.095;pourcentage du PIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
